ontology_class_slug	ontology_class_label	confidence	mixs_context_label	mixs_environment_label	agent	timestamp	comment
ENVO_2000007	biochar	0.6	env_medium	PlantAssociated	claude-3-opus-20240229	2024-05-07T17:00 EDT	Biochar, which is a carbon-rich material produced by pyrolysis of biomass and used as a soil amendment, can be a relevant environmental medium in some plant-associated studies, particularly in the context of soil carbon sequestration and plant growth promotion.
ENVO_0010001	anthropogenic environmental material	0.8	env_medium	MiscellaneousNaturalOrArtificialEnvironment	claude-3-opus-20240229	2024-05-07T17:00 EDT	Anthropogenic environmental materials, which are created or strongly influenced by human activities, are highly relevant to miscellaneous artificial environments.
ENVO_03605000	periphytic biofilm	0.9	env_medium	MicrobialMatBiofilm	claude-3-opus-20240229	2024-05-07T17:00 EDT	Periphytic biofilm refers specifically to biofilms that form on submerged surfaces in aquatic environments, making it a relevant sub-category of biofilm material for this package.
ENVO_03600082	crustal fluid	0.7	env_medium	HydrocarbonResourcesFluidsSwabs	claude-3-opus-20240229	2024-05-07T17:00 EDT	Crustal fluids, which are fluids that circulate in the Earth's crust, may be encountered in some deep hydrocarbon reservoirs and could be sampled in fluids or swabs.
ENVO_03600036	pathogen-suppressive soil	0.7	env_medium	Soil	claude-3-opus-20240229	2024-05-07T17:00 EDT	Pathogen-suppressive soil is a type of soil that has properties inhibiting the growth or activity of plant pathogens, which may be of interest in some agricultural soil studies.
ENVO_03600009	interstitial water	0.8	env_medium	HydrocarbonResourcesFluidsSwabs	claude-3-opus-20240229	2024-05-07T17:00 EDT	Interstitial water, which is the water trapped in the pore spaces of rocks, may be sampled in hydrocarbon resource fluids and swabs.
ENVO_03600007	formation fluid	0.8	env_medium	HydrocarbonResourcesCores	claude-3-opus-20240229	2024-05-07T17:00 EDT	Formation fluids, which can include water, oil, and gas, may be present in the pore spaces of rocks in hydrocarbon resource cores.
ENVO_03600007	formation fluid	1	env_medium	HydrocarbonResourcesFluidsSwabs	claude-3-opus-20240229	2024-05-07T17:00 EDT	Formation fluids, which include water, oil, and gas in various proportions, are the primary environmental media in hydrocarbon resource fluids and swabs.
ENVO_03600002	cooling water	0.7	env_medium	Water	claude-3-opus-20240229	2024-05-07T17:00 EDT	Cooling water is water used for cooling purposes in industrial processes or power plants and may be a relevant environmental medium in some applied water quality studies.
ENVO_03501300	manure	0.9	env_medium	Agriculture	claude-3-opus-20240229	2024-05-07T17:00 EDT	Manure is a common environmental medium in livestock farming and is often used as a fertilizer.
ENVO_03500016	scum	0.7	env_medium	WastewaterSludge	claude-3-opus-20240229	2024-05-07T17:00 EDT	Scum, which is a layer of impurities that can form on the surface of wastewater or sludge, may be a relevant environmental medium in some wastewater sludge studies, particularly those investigating surface-associated processes or contaminants.
ENVO_03000139	ice fog	0.7	env_medium	Air	claude-3-opus-20240229	2024-05-07T17:00 EDT	Ice fog is a type of fog that forms in very cold air, where the suspended water droplets freeze into ice crystals, which may be relevant in some polar or high-altitude air sampling contexts.
ENVO_03000137	freezing fog	0.7	env_medium	Air	claude-3-opus-20240229	2024-05-07T17:00 EDT	Freezing fog is a specific type of fog where the suspended water droplets freeze upon contact with surfaces, which may be relevant in some cold-weather air sampling contexts.
ENVO_03000033	marine sediment	0.95	env_medium	Sediment	claude-3-opus-20240229	2024-05-07T17:00 EDT	Marine sediment, which encompasses all sediments found in marine environments, is a broad and highly relevant category for studies of ocean biogeochemistry, microbial ecology, and Earth system processes.
ENVO_02000119	oil shale	0.8	env_medium	HydrocarbonResourcesCores	claude-3-opus-20240229	2024-05-07T17:00 EDT	Oil shale is a specific type of sedimentary rock that is rich in kerogen and can be a source of hydrocarbons, which may be present in some hydrocarbon resource cores.
ENVO_02000040	mucus material	0.8	env_medium	HostAssociated	claude-3-opus-20240229	2024-05-07T17:00 EDT	Mucus, which lines many host body cavities and surfaces, can be a relevant environmental medium in host-associated microbiome studies.
ENVO_02000038	pus material	0.7	env_medium	HostAssociated	claude-3-opus-20240229	2024-05-07T17:00 EDT	Pus, which is formed during infection or inflammation, may be a relevant environmental medium in some host-associated microbiome studies, particularly those related to disease states.
ENVO_02000036	saliva material	0.8	env_medium	HostAssociated	claude-3-opus-20240229	2024-05-07T17:00 EDT	Saliva is a specific oronasal secretion that is commonly sampled in oral microbiome studies.
ENVO_02000035	oronasal secretion material	0.8	env_medium	HostAssociated	claude-3-opus-20240229	2024-05-07T17:00 EDT	Oronasal secretions, such as saliva or nasal mucus, can be relevant environmental media in host-associated microbiome studies, particularly for oral or respiratory microbiomes.
ENVO_02000020	blood material	0.9	env_medium	HostAssociated	claude-3-opus-20240229	2024-05-07T17:00 EDT	Blood is a common environmental medium sampled in host-associated microbiome studies, particularly in animal or non-human hosts.
ENVO_02000019	bodily fluid material	1	env_medium	HostAssociated	claude-3-opus-20240229	2024-05-07T17:00 EDT	Bodily fluids, such as blood, saliva, or other secretions, are primary environmental media in host-associated microbiome studies.
ENVO_02000019	bodily fluid material	0.8	env_medium	SymbiontAssociated	claude-3-opus-20240229	2024-05-07T17:00 EDT	Bodily fluids of host organisms can be relevant environmental media for studying symbiotic relationships, particularly in the case of endosymbionts.
ENVO_02000007	sediment	0.9	env_medium	MicrobialMatBiofilm	claude-3-opus-20240229	2024-05-07T17:00 EDT	Sediment is often closely associated with microbial mats and biofilms, as these structures can form on or within sediment layers, making it a highly relevant environmental medium for this package.
ENVO_02000003	fecal material	0.9	env_medium	HostAssociated	claude-3-opus-20240229	2024-05-07T17:00 EDT	Fecal material is a common environmental medium in gut microbiome studies across various host species.
ENVO_01001821	hydrothermally-influenced sediment	0.7	env_medium	MicrobialMatBiofilm	claude-3-opus-20240229	2024-05-07T17:00 EDT	Hydrothermally-influenced sediment can be another specific environment where microbial mats and biofilms form, often supporting unique chemosynthetic microbial communities.
ENVO_01001402	haze	0.8	env_medium	Air	claude-3-opus-20240229	2024-05-07T17:00 EDT	Haze is a specific atmospheric condition where air contains suspended particulate matter, which may be relevant in some air sampling contexts.
ENVO_01001395	necromass	0.7	env_medium	SymbiontAssociated	claude-3-opus-20240229	2024-05-07T17:00 EDT	Necromass of host organisms can be a relevant environmental medium for studying certain types of symbiotic relationships, such as those involving saprophytic or decomposer symbionts.
ENVO_01001231	kerogen	0.8	env_medium	HydrocarbonResourcesCores	claude-3-opus-20240229	2024-05-07T17:00 EDT	Kerogen is a solid, insoluble organic matter that is a precursor to oil and gas, and it may be present in some hydrocarbon resource cores, particularly in source rock formations.
ENVO_01001134	hydrothermal fluid	0.7	env_medium	HydrocarbonResourcesFluidsSwabs	claude-3-opus-20240229	2024-05-07T17:00 EDT	Hydrothermal fluids, which are hot, mineral-rich fluids associated with volcanic activity or deep crustal processes, may be encountered in some high-temperature, high-pressure hydrocarbon reservoirs.
ENVO_01001069	metallic material	0.7	env_medium	MiscellaneousNaturalOrArtificialEnvironment	claude-3-opus-20240229	2024-05-07T17:00 EDT	Metallic materials can be found in some miscellaneous natural environments (e.g., ore deposits) and various artificial ones (e.g., industrial settings, urban infrastructure).
ENVO_01000844	fog	0.8	env_medium	Air	claude-3-opus-20240229	2024-05-07T17:00 EDT	Fog is a specific form of air containing suspended liquid water droplets, which may be relevant in some air sampling contexts.
ENVO_01000829	water vapour saturated air	0.8	env_medium	Air	claude-3-opus-20240229	2024-05-07T17:00 EDT	Water vapor saturated air is a specific type of air that is fully saturated with water vapor, which may be relevant in some air sampling contexts.
ENVO_01000828	humid air	0.9	env_medium	Air	claude-3-opus-20240229	2024-05-07T17:00 EDT	Humid air is a specific type of air with high water vapor content, which may be relevant in some air sampling contexts.
ENVO_01000821	hydrothermally-influenced sediment	0.8	env_medium	Sediment	claude-3-opus-20240229	2024-05-07T17:00 EDT	Hydrothermally-influenced sediment, which is sediment affected by the flow of hot, chemically-altered fluids from hydrothermal vents or seeps, can be a relevant environmental medium for studies of extreme microbial communities and unique biogeochemical processes in sediments.
ENVO_01000676	contaminated air	0.8	env_medium	BuiltEnvironment	claude-3-opus-20240229	2024-05-07T17:00 EDT	Contaminated air can be found in various built environments, particularly in industrial or urban settings with high levels of air pollution.
ENVO_01000676	contaminated air	0.9	env_medium	Air	claude-3-opus-20240229	2024-05-07T17:00 EDT	Contaminated air is a specific type of air that contains pollutants or contaminants, which may be relevant in some air sampling contexts, particularly in urban or industrial settings.
ENVO_01000552	natural gas	1	env_medium	HydrocarbonResourcesFluidsSwabs	claude-3-opus-20240229	2024-05-07T17:00 EDT	Natural gas is another primary environmental medium in hydrocarbon resource fluids, as it is often co-produced with oil and can also be the main product in some reservoirs.
ENVO_01000301	estuarine water	0.8	env_medium	Water	claude-3-opus-20240229	2024-05-07T17:00 EDT	Estuarine water is a type of brackish water found in estuaries, where rivers meet the sea, and is characterized by variable salinity and unique ecological conditions.
ENVO_01000266	water vapour	0.8	env_medium	Air	claude-3-opus-20240229	2024-05-07T17:00 EDT	Water vapor is the gaseous form of water that is present in air, which may be relevant in some air sampling contexts, particularly in relation to humidity or cloud formation.
ENVO_01000256	mineral material	0.7	env_medium	MiscellaneousNaturalOrArtificialEnvironment	claude-3-opus-20240229	2024-05-07T17:00 EDT	Mineral materials can be found in various miscellaneous natural environments and some artificial ones (e.g., mines, quarries).
ENVO_01000157	microbial mat material	1	env_medium	MicrobialMatBiofilm	claude-3-opus-20240229	2024-05-07T17:00 EDT	Microbial mat material is another primary environmental medium for this package, as it specifically refers to the layered, cohesive structures formed by microbial communities in certain environments.
ENVO_01000156	biofilm material	1	env_medium	MicrobialMatBiofilm	claude-3-opus-20240229	2024-05-07T17:00 EDT	Biofilm material is the primary environmental medium for the MicrobialMatBiofilm environment package, as it encompasses the extracellular polymeric substances and microbial cells that make up biofilms.
ENVO_01000063	planktonic material	0.6	env_medium	MicrobialMatBiofilm	claude-3-opus-20240229	2024-05-07T17:00 EDT	While planktonic material is not typically a direct component of microbial mats or biofilms, it can be a relevant associated medium, as some biofilm-forming microbes may have planktonic life stages or interact with planktonic communities.
ENVO_00012017	plant litter	0.8	env_medium	PlantAssociated	claude-3-opus-20240229	2024-05-07T17:00 EDT	Plant litter, which refers to dead plant material that has fallen to the ground, can be a relevant environmental medium for studies of decomposition and nutrient cycling in plant-associated environments.
ENVO_00005802	bulk soil	0.9	env_medium	Soil	claude-3-opus-20240229	2024-05-07T17:00 EDT	Bulk soil refers to the soil mass as a whole, including solid, liquid, and gaseous components, which is a relevant concept in many soil studies.
ENVO_00005797	lake bottom mud	0.8	env_medium	Sediment	claude-3-opus-20240229	2024-05-07T17:00 EDT	Lake bottom mud, which is a specific type of fine-grained, organic-rich sediment found in lake beds, can be a relevant environmental medium for studies of freshwater sediment biogeochemistry and ecology.
ENVO_00005795	marine mud	0.8	env_medium	Sediment	claude-3-opus-20240229	2024-05-07T17:00 EDT	Marine mud, which is a specific type of fine-grained, organic-rich sediment found in marine environments, can be a relevant environmental medium for studies of marine sediment biogeochemistry and ecology.
ENVO_00005791	sterile water	0.6	env_medium	BuiltEnvironment	claude-3-opus-20240229	2024-05-07T17:00 EDT	Sterile water may be used in some specific built environment contexts, such as in healthcare or laboratory settings, but it is not a common general-purpose medium.
ENVO_00005771	muddy soil	0.7	env_medium	Soil	claude-3-opus-20240229	2024-05-07T17:00 EDT	Muddy soil is a type of soil with a high proportion of fine particles and high water content, resulting in a mud-like consistency, which may be relevant in some wetland or floodplain soil contexts.
ENVO_00005767	manured soil	0.9	env_medium	Agriculture	claude-3-opus-20240229	2024-05-07T17:00 EDT	Manured soil is a type of soil amended with manure, which is common in agricultural practices.
ENVO_00005756	mycorrhizosphere	0.8	env_medium	PlantAssociated	claude-3-opus-20240229	2024-05-07T17:00 EDT	The mycorrhizosphere, which refers to the zone of soil influenced by plant roots and their associated mycorrhizal fungi, can be a relevant environmental medium for studies of plant-fungal symbioses and nutrient exchange.
ENVO_00005755	field soil	1	env_medium	Agriculture	claude-3-opus-20240229	2024-05-07T17:00 EDT	Field soil is a specific type of soil highly relevant to the agriculture environmental extension.
ENVO_00005749	farm soil	1	env_medium	Agriculture	claude-3-opus-20240229	2024-05-07T17:00 EDT	Farm soil is a specific type of soil highly relevant to the agriculture environmental extension.
ENVO_00005749	farm soil	0.9	env_medium	Soil	claude-3-opus-20240229	2024-05-07T17:00 EDT	Farm soil is another term for agricultural soil, referring to soils managed for crop or livestock production.
ENVO_00005748	dry soil	0.8	env_medium	Soil	claude-3-opus-20240229	2024-05-07T17:00 EDT	Dry soil refers to soil with low moisture content, which can be a relevant condition in some soil environments, particularly in arid regions or during dry seasons.
ENVO_00005748	rhizosphere soil	0.95	env_medium	PlantAssociated	claude-3-opus-20240229	2024-05-07T17:00 EDT	Rhizosphere soil, which is the soil directly influenced by plant root secretions and associated microorganisms, is a key environmental medium in plant-microbe interaction studies.
ENVO_00003930	scum	0.6	env_medium	MicrobialMatBiofilm	claude-3-opus-20240229	2024-05-07T17:00 EDT	Scum, which can form on the surface of liquid media due to the accumulation of microbial cells and other organic matter, may be a relevant associated medium for some microbial mat or biofilm communities.
ENVO_00003869	straw	0.7	env_medium	Agriculture	claude-3-opus-20240229	2024-05-07T17:00 EDT	Straw can be a relevant environmental medium in agriculture, such as in animal bedding or as a soil amendment.
ENVO_00003096	tap water	0.9	env_medium	BuiltEnvironment	claude-3-opus-20240229	2024-05-07T17:00 EDT	Tap water is a specific type of drinking water supplied through indoor plumbing systems in built environments.
ENVO_00003064	drinking water	0.9	env_medium	BuiltEnvironment	claude-3-opus-20240229	2024-05-07T17:00 EDT	Drinking water is a common environmental medium in built environments, supplied through municipal water systems or other sources.
ENVO_00003064	drinking water	0.8	env_medium	Water	claude-3-opus-20240229	2024-05-07T17:00 EDT	Drinking water is water that is safe for human consumption and is a relevant environmental medium in water quality and public health studies.
ENVO_00003064	drinking water	0.8	env_medium	MiscellaneousNaturalOrArtificialEnvironment	claude-3-opus-20240229	2024-05-07T17:00 EDT	Drinking water is a specific category of liquid water that is relevant to various miscellaneous artificial environments where humans consume water.
ENVO_00003031	animal manure	0.9	env_medium	Agriculture	claude-3-opus-20240229	2024-05-07T17:00 EDT	Animal manure is a common environmental medium in livestock farming and is often used as a fertilizer.
ENVO_00003031	animal manure	0.8	env_medium	HostAssociated	claude-3-opus-20240229	2024-05-07T17:00 EDT	Animal manure, which is a mixture of fecal material and other animal waste products, can be a relevant environmental medium in some host-associated studies, particularly in agricultural or veterinary contexts.
ENVO_00002985	oil	0.9	env_medium	HydrocarbonResourcesCores	claude-3-opus-20240229	2024-05-07T17:00 EDT	Oil is a liquid hydrocarbon resource that may be present in some cores, particularly in reservoir rock formations or in cores from oil-bearing strata.
ENVO_00002985	oil	1	env_medium	HydrocarbonResourcesFluidsSwabs	claude-3-opus-20240229	2024-05-07T17:00 EDT	Oil is a primary environmental medium in hydrocarbon resource fluids, as it is the main product extracted from many hydrocarbon reservoirs.
ENVO_00002984	petroleum	0.9	env_medium	HydrocarbonResourcesCores	claude-3-opus-20240229	2024-05-07T17:00 EDT	Petroleum is a broad term that encompasses both oil and gas, and it may be present in various forms in hydrocarbon resource cores.
